a1,21.334,139.605,178.706 
a2,20.725,145.243,181.735 
a3,20.384,153.957,178.098 
a3_5,20.087,166.966,174.166 
a4,19.284,166.074,173.634 
b1,22.484,134.441,189.099 
b2,21.315,155.495,186.243 
b3,20.407,156.304,186.736 
b4,20.134,172.748,161.947 
c1,20.824,144.107,163.751 
c2,20.792,160.557,151.476 
c3,20.502,161.691,150.666 
c4,19.663,173.244,141.29 
d2,21.014,148.192,163.023 
d3,19.686,157.783,167.197 
d4,20.79,158.272,181.7 
y,26.009,236.767,181.126 
