a1,173.198,165.098,140.945 
a2,180.631,168.107,141.119 
a3,177.118,161.14,132.167 
a3_5,177.931,157.854,123.698 
a4,171.284,147.105,117.227 
b1,183.311,179.411,150.996 
b2,180.253,166.796,133.605 
b3,174.859,159.002,130.485 
b4,158.068,140.931,111.67 
c1,162.164,154.482,131.309 
c2,156.255,142.762,115.912 
c3,156.459,141.991,114.857 
c4,147.932,128.813,101.831 
d2,159.716,149.933,125.604 
d3,160.83,143.375,119.623 
d4,166.592,153.931,126.665 
y,184.81,182.99,40.19 
